order_id,order_date,channel,platform,ad_assisted,attribution_type,product_id,product_name,category,unit_price,quantity,discount_rate,revenue,cogs,margin,device,region,customer_id,returned
O114336,2025-02-09,paid,GoogleAds,1,click,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,mobile,LATAM,C24004,0
O114337,2025-02-09,social,Instagram,1,click,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,desktop,LATAM,C49584,0
O114338,2025-02-09,paid,GoogleAds,1,click,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,desktop,US,C67242,0
O114339,2025-02-09,social,YouTube,1,view,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,mobile,LATAM,C24449,0
O114340,2025-02-09,social,YouTube,1,click,H320,LED Desk Lamp,Home,35.0,2,0.0,70.0,26.6,43.4,desktop,APAC,C88645,0
O114341,2025-02-09,website,Organic,0,organic,B410,Moisturizer,Beauty,28.0,4,0.0,112.0,58.24,53.76,desktop,APAC,C36328,0
O114342,2025-02-09,social,YouTube,1,click,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,mobile,LATAM,C66126,0
O114343,2025-02-09,social,YouTube,1,view,B430,Hair Oil,Beauty,19.0,1,0.15,16.15,9.69,6.46,tablet,EU,C56303,0
O114344,2025-02-09,website,Organic,0,organic,B410,Moisturizer,Beauty,28.0,3,0.0,84.0,43.68,40.32,mobile,LATAM,C63311,0
O114345,2025-02-09,website,Organic,0,organic,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,desktop,LATAM,C99925,0
O114346,2025-02-09,social,Instagram,1,view,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,mobile,US,C77198,0
O114347,2025-02-09,paid,GoogleAds,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,mobile,APAC,C37321,0
O114348,2025-02-09,website,Organic,0,organic,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,mobile,LATAM,C72531,0
O114349,2025-02-09,social,YouTube,1,view,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,mobile,US,C77892,0
O114350,2025-02-09,paid,GoogleAds,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,desktop,LATAM,C53806,0
O114351,2025-02-09,social,X,1,view,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,mobile,US,C81189,0
O114352,2025-02-09,website,Organic,0,organic,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,mobile,LATAM,C34259,0
O114353,2025-02-09,website,Organic,0,organic,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,tablet,APAC,C93515,0
O114354,2025-02-09,paid,GoogleAds,1,click,S510,Resistance Bands Set,Sports,22.0,1,0.15,18.7,8.14,10.56,tablet,EU,C91696,0
O114355,2025-02-09,paid,GoogleAds,1,click,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,mobile,LATAM,C24558,0
O114356,2025-02-09,social,YouTube,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,LATAM,C86822,0
O114357,2025-02-09,social,Instagram,1,click,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,tablet,APAC,C93910,0
O114358,2025-02-09,social,Instagram,1,click,H330,Air Purifier,Home,129.0,2,0.0,258.0,154.8,103.2,tablet,APAC,C88430,0
O114359,2025-02-09,social,LinkedIn,1,click,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,tablet,APAC,C25954,0
O114360,2025-02-09,social,YouTube,1,click,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,tablet,LATAM,C91179,0
O114361,2025-02-09,website,Organic,0,organic,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,tablet,APAC,C49882,0
O114362,2025-02-09,website,Organic,1,view,A210,Yoga Pants,Apparel,45.0,1,0.1,40.5,21.15,19.35,desktop,APAC,C32170,0
O114363,2025-02-09,social,Instagram,1,view,E130,USB-C Hub,Electronics,39.0,1,0.1,35.1,15.6,19.5,tablet,EU,C40827,0
O114364,2025-02-09,website,Organic,0,organic,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,tablet,EU,C91933,0
O114365,2025-02-09,social,YouTube,1,click,S530,Cycling Gloves,Sports,27.0,2,0.0,54.0,31.86,22.14,tablet,EU,C34851,0
O114366,2025-02-09,paid,GoogleAds,1,view,H300,Aroma Diffuser,Home,29.0,1,0.0,29.0,12.18,16.82,desktop,EU,C55130,0
O114367,2025-02-09,paid,GoogleAds,1,click,B400,Vitamin C Serum,Beauty,32.0,2,0.0,64.0,32.64,31.36,mobile,US,C13043,0
O114368,2025-02-09,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,desktop,EU,C59379,0
O114369,2025-02-09,website,Organic,0,organic,S530,Cycling Gloves,Sports,27.0,3,0.0,81.0,47.79,33.21,desktop,LATAM,C21272,0
O114370,2025-02-09,paid,GoogleAds,1,view,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,mobile,EU,C61480,0
O114371,2025-02-09,website,Organic,0,organic,S530,Cycling Gloves,Sports,27.0,1,0.05,25.65,15.93,9.72,desktop,EU,C91230,0
O114372,2025-02-09,social,Instagram,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,US,C88443,0
O114373,2025-02-09,paid,GoogleAds,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,0.0,11.5,-13.5,mobile,EU,C60996,1
O114374,2025-02-09,social,YouTube,1,click,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,desktop,LATAM,C70813,0
O114375,2025-02-09,social,Instagram,1,click,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,desktop,APAC,C86467,0
O114376,2025-02-09,paid,GoogleAds,1,click,E110,Smart Watch,Electronics,149.0,1,0.1,134.1,78.97,55.13,desktop,US,C75067,0
O114377,2025-02-09,paid,GoogleAds,1,click,H300,Aroma Diffuser,Home,29.0,1,0.0,29.0,12.18,16.82,tablet,LATAM,C70811,0
O114378,2025-02-09,website,Organic,0,organic,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,tablet,APAC,C33498,0
O114379,2025-02-09,paid,GoogleAds,1,click,S510,Resistance Bands Set,Sports,22.0,3,0.0,66.0,24.42,41.58,desktop,EU,C15024,0
O114380,2025-02-09,website,Organic,0,organic,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,tablet,APAC,C74588,0
O114381,2025-02-09,social,Instagram,1,click,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,mobile,LATAM,C63840,0
O114382,2025-02-09,paid,GoogleAds,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,desktop,LATAM,C69076,0
O114383,2025-02-09,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,4,0.0,72.0,33.84,38.16,desktop,EU,C12146,0
O114384,2025-02-09,social,YouTube,1,click,A200,Athletic T-Shirt,Apparel,25.0,3,0.0,75.0,34.5,40.5,mobile,APAC,C68967,0
O114385,2025-02-09,paid,GoogleAds,1,click,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,desktop,APAC,C82863,0
O114386,2025-02-09,website,Organic,1,click,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,mobile,LATAM,C82785,0
O114387,2025-02-09,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,3,0.0,57.0,29.07,27.93,mobile,APAC,C47934,0
O114388,2025-02-09,social,YouTube,1,click,H310,Weighted Blanket,Home,69.0,4,0.0,276.0,160.08,115.92,desktop,APAC,C85570,0
O114389,2025-02-09,website,Organic,0,organic,H300,Aroma Diffuser,Home,29.0,2,0.0,0.0,24.36,-33.64,mobile,APAC,C67875,1
O114390,2025-02-09,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,EU,C63117,0
O114391,2025-02-09,paid,GoogleAds,1,view,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,desktop,EU,C17226,0
O114392,2025-02-09,social,Instagram,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,mobile,US,C96581,0
O114393,2025-02-09,social,Instagram,1,click,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,tablet,US,C25947,0
O114394,2025-02-09,paid,GoogleAds,1,click,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,tablet,LATAM,C79615,0
O114395,2025-02-09,social,YouTube,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,mobile,EU,C88131,0
O114396,2025-02-09,website,Organic,0,organic,E100,Wireless Earbuds,Electronics,79.0,1,0.15,67.15,46.61,20.54,mobile,EU,C30828,0
O114397,2025-02-09,email,Mailchimp,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,desktop,EU,C21537,0
O114398,2025-02-09,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,EU,C25396,0
O114399,2025-02-09,website,Organic,0,organic,S530,Cycling Gloves,Sports,27.0,1,0.05,25.65,15.93,9.72,desktop,US,C73039,0
O114400,2025-02-09,social,YouTube,1,view,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,tablet,APAC,C26286,0
O114401,2025-02-09,website,Organic,0,organic,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,mobile,EU,C41626,0
O114402,2025-02-09,website,Organic,0,organic,S530,Cycling Gloves,Sports,27.0,1,0.1,24.3,15.93,8.37,mobile,LATAM,C60435,0
O114403,2025-02-09,social,LinkedIn,1,click,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,desktop,US,C43047,0
O114404,2025-02-09,website,Organic,0,organic,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,desktop,EU,C87020,0
O114405,2025-02-09,paid,GoogleAds,1,view,S500,Adjustable Dumbbells,Sports,199.0,4,0.0,796.0,398.0,398.0,tablet,APAC,C32941,0
O114406,2025-02-09,social,YouTube,1,click,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,desktop,EU,C85136,0
O114407,2025-02-09,social,YouTube,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,mobile,LATAM,C84661,0
O114408,2025-02-09,social,Instagram,1,view,S510,Resistance Bands Set,Sports,22.0,1,0.0,0.0,8.14,-13.86,mobile,EU,C72223,1
O114409,2025-02-09,website,Organic,0,organic,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,tablet,EU,C66739,0
O114410,2025-02-09,paid,GoogleAds,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,LATAM,C48595,0
O114411,2025-02-09,website,Organic,0,organic,H320,LED Desk Lamp,Home,35.0,1,0.1,31.5,13.3,18.2,desktop,LATAM,C95957,0
O114412,2025-02-09,social,X,1,view,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,LATAM,C40271,0
O114413,2025-02-09,paid,GoogleAds,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,mobile,US,C63151,0
O114414,2025-02-09,social,YouTube,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,desktop,APAC,C65062,0
O114415,2025-02-09,social,YouTube,1,view,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,APAC,C14583,0
O114416,2025-02-09,paid,GoogleAds,1,click,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,desktop,US,C71837,0
O114417,2025-02-09,social,LinkedIn,1,view,E130,USB-C Hub,Electronics,39.0,4,0.0,156.0,62.4,93.6,tablet,EU,C91203,0
O114418,2025-02-09,website,Organic,0,organic,A210,Yoga Pants,Apparel,45.0,1,0.15,38.25,21.15,17.1,desktop,APAC,C12634,0
O114419,2025-02-09,website,Organic,0,organic,S510,Resistance Bands Set,Sports,22.0,1,0.0,22.0,8.14,13.86,tablet,US,C45315,0
O114420,2025-02-09,social,YouTube,1,click,E100,Wireless Earbuds,Electronics,79.0,3,0.0,237.0,139.83,97.17,desktop,LATAM,C56934,0
O114421,2025-02-09,website,Organic,0,organic,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,mobile,EU,C37738,0
O114422,2025-02-09,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,mobile,EU,C86470,0
O114423,2025-02-09,paid,GoogleAds,1,click,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,desktop,LATAM,C66102,0
O114424,2025-02-09,website,Organic,0,organic,H300,Aroma Diffuser,Home,29.0,1,0.0,29.0,12.18,16.82,tablet,LATAM,C78414,0
O114425,2025-02-09,website,Organic,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,tablet,APAC,C11560,0
O114426,2025-02-09,paid,GoogleAds,1,click,H300,Aroma Diffuser,Home,29.0,1,0.0,29.0,12.18,16.82,tablet,EU,C58918,0
O114427,2025-02-09,website,Organic,0,organic,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,mobile,EU,C82638,0
O114428,2025-02-09,website,Organic,0,organic,E110,Smart Watch,Electronics,149.0,3,0.0,447.0,236.91,210.09,tablet,LATAM,C80552,0
O114429,2025-02-09,website,Organic,0,organic,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,mobile,APAC,C55319,0
O114430,2025-02-09,social,Instagram,1,click,B420,SPF Sunscreen,Beauty,24.0,1,0.1,21.6,12.48,9.12,tablet,APAC,C95108,0
O114431,2025-02-09,social,Instagram,1,click,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,mobile,LATAM,C39118,0
O114432,2025-02-09,website,Organic,1,view,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,tablet,APAC,C38463,0
O114433,2025-02-09,paid,GoogleAds,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,desktop,APAC,C88711,0
O114434,2025-02-09,website,Organic,0,organic,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,tablet,US,C65645,0
O114435,2025-02-09,website,Organic,0,organic,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,mobile,APAC,C30446,0
O114436,2025-02-09,website,Organic,0,organic,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,mobile,APAC,C31318,0
O114437,2025-02-09,social,YouTube,1,view,S520,Foam Roller,Sports,18.0,1,0.0,0.0,8.46,-9.54,desktop,LATAM,C98008,1
O114438,2025-02-09,website,Organic,0,organic,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,mobile,APAC,C72028,0
O114439,2025-02-09,social,YouTube,1,click,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,desktop,APAC,C11375,0
O114440,2025-02-09,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,EU,C41740,0
O114441,2025-02-09,paid,GoogleAds,1,click,B400,Vitamin C Serum,Beauty,32.0,2,0.1,57.6,32.64,24.96,tablet,US,C32301,0
O114442,2025-02-09,website,Organic,0,organic,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,desktop,US,C44837,0
O114443,2025-02-09,paid,GoogleAds,1,click,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,desktop,LATAM,C54152,0
O114444,2025-02-09,social,YouTube,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,mobile,US,C34597,0
O114445,2025-02-09,social,YouTube,1,click,E120,Bluetooth Speaker,Electronics,99.0,2,0.0,198.0,81.18,116.82,tablet,LATAM,C10391,0
O114446,2025-02-09,social,X,1,click,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,tablet,EU,C47604,0
O114447,2025-02-09,social,YouTube,1,click,A210,Yoga Pants,Apparel,45.0,1,0.15,38.25,21.15,17.1,mobile,LATAM,C49943,0
O114448,2025-02-09,social,YouTube,1,view,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,tablet,EU,C11185,0
O114449,2025-02-09,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.1,16.2,8.46,7.74,tablet,US,C26224,0
O114450,2025-02-09,paid,GoogleAds,1,click,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,mobile,US,C91611,0
O114451,2025-02-09,paid,GoogleAds,1,click,B420,SPF Sunscreen,Beauty,24.0,3,0.0,72.0,37.44,34.56,desktop,LATAM,C37479,0
O114452,2025-02-09,website,Organic,0,organic,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,mobile,APAC,C31872,0
O114453,2025-02-09,website,Organic,0,organic,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,tablet,LATAM,C59550,0
O114454,2025-02-09,social,Instagram,1,view,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,tablet,APAC,C67590,0
O114455,2025-02-09,website,Organic,0,organic,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,tablet,EU,C27320,0
O114456,2025-02-09,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,mobile,EU,C77399,0
O114457,2025-02-09,social,YouTube,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.05,23.75,11.5,12.25,mobile,APAC,C76378,0
O114458,2025-02-09,social,YouTube,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,desktop,US,C93096,0
O114459,2025-02-09,paid,GoogleAds,1,view,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,desktop,APAC,C45888,0
O114460,2025-02-09,website,Organic,0,organic,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,mobile,EU,C48125,0
O114461,2025-02-09,paid,GoogleAds,1,view,H320,LED Desk Lamp,Home,35.0,1,0.1,31.5,13.3,18.2,desktop,APAC,C92024,0
O114462,2025-02-09,social,Instagram,1,click,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,0.0,40.59,-58.41,tablet,LATAM,C13529,1
O114463,2025-02-09,social,YouTube,1,click,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,tablet,EU,C52105,0
O114464,2025-02-09,website,Organic,1,view,B400,Vitamin C Serum,Beauty,32.0,1,0.0,32.0,16.32,15.68,mobile,APAC,C52062,0
O114465,2025-02-09,social,YouTube,1,view,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,tablet,LATAM,C94973,0
O114466,2025-02-09,paid,GoogleAds,1,click,E130,USB-C Hub,Electronics,39.0,3,0.0,117.0,46.8,70.2,tablet,APAC,C42892,0
O114467,2025-02-09,social,YouTube,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,tablet,EU,C76099,0
O114468,2025-02-09,website,Organic,1,view,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,tablet,US,C11007,0
O114469,2025-02-09,social,YouTube,1,click,S510,Resistance Bands Set,Sports,22.0,3,0.0,66.0,24.42,41.58,mobile,US,C34760,0
O114470,2025-02-09,social,Instagram,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,EU,C75238,0
O114471,2025-02-09,website,Organic,0,organic,S510,Resistance Bands Set,Sports,22.0,2,0.0,0.0,16.28,-27.72,tablet,EU,C85273,1
O114472,2025-02-09,social,YouTube,1,click,H300,Aroma Diffuser,Home,29.0,3,0.0,87.0,36.54,50.46,mobile,EU,C29690,0
O114473,2025-02-09,social,YouTube,1,click,H320,LED Desk Lamp,Home,35.0,2,0.0,70.0,26.6,43.4,tablet,LATAM,C91942,0
O114474,2025-02-09,social,YouTube,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,desktop,APAC,C62165,0
O114475,2025-02-09,social,YouTube,1,click,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,tablet,LATAM,C66221,0
O114476,2025-02-09,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,mobile,APAC,C91329,0
O114477,2025-02-09,social,Instagram,1,view,H320,LED Desk Lamp,Home,35.0,1,0.0,0.0,13.3,-21.7,desktop,EU,C40982,1
O114478,2025-02-09,website,Organic,1,view,S500,Adjustable Dumbbells,Sports,199.0,1,0.15,169.15,99.5,69.65,tablet,LATAM,C71763,0
O114479,2025-02-09,social,YouTube,1,view,E130,USB-C Hub,Electronics,39.0,4,0.0,156.0,62.4,93.6,mobile,APAC,C13051,0
O114480,2025-02-09,website,Organic,0,organic,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,tablet,LATAM,C86708,0
O114481,2025-02-09,website,Organic,0,organic,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,tablet,LATAM,C39143,0
O114482,2025-02-09,paid,GoogleAds,1,click,A210,Yoga Pants,Apparel,45.0,1,0.15,38.25,21.15,17.1,mobile,EU,C96635,0
O114483,2025-02-09,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,APAC,C93794,0
O114484,2025-02-09,website,Organic,0,organic,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,tablet,EU,C38882,0
O114485,2025-02-09,website,Organic,0,organic,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,desktop,APAC,C83549,0
O114486,2025-02-09,social,YouTube,1,view,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,tablet,APAC,C64295,0
O114487,2025-02-09,paid,GoogleAds,1,click,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,desktop,LATAM,C26910,0
O114488,2025-02-09,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,US,C57533,0
O114489,2025-02-09,paid,GoogleAds,1,view,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,tablet,LATAM,C55670,0
O114490,2025-02-09,social,YouTube,1,click,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,tablet,APAC,C12017,0
O114491,2025-02-09,social,YouTube,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,mobile,LATAM,C74521,0
O114492,2025-02-09,website,Organic,1,click,A230,Running Shoes,Apparel,95.0,3,0.0,285.0,116.85,168.15,tablet,EU,C97542,0
O114493,2025-02-09,social,YouTube,1,view,A220,Hoodie,Apparel,55.0,4,0.0,220.0,123.2,96.8,mobile,LATAM,C15451,0
O114494,2025-02-09,paid,GoogleAds,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,US,C40207,0
O114495,2025-02-09,social,Instagram,1,click,A220,Hoodie,Apparel,55.0,1,0.1,49.5,30.8,18.7,tablet,US,C27903,0
O114496,2025-02-09,paid,GoogleAds,1,view,S530,Cycling Gloves,Sports,27.0,4,0.0,108.0,63.72,44.28,mobile,EU,C94177,0
O114497,2025-02-09,social,Instagram,1,click,S500,Adjustable Dumbbells,Sports,199.0,4,0.0,796.0,398.0,398.0,mobile,LATAM,C53301,0
O114498,2025-02-09,paid,GoogleAds,1,click,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,desktop,APAC,C31687,0
O114499,2025-02-09,website,Organic,0,organic,S510,Resistance Bands Set,Sports,22.0,1,0.0,22.0,8.14,13.86,mobile,EU,C36872,0
O114500,2025-02-09,social,YouTube,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,US,C85199,0
O114501,2025-02-09,social,YouTube,1,view,A220,Hoodie,Apparel,55.0,1,0.05,52.25,30.8,21.45,tablet,LATAM,C60855,0
O114502,2025-02-09,website,Organic,0,organic,H310,Weighted Blanket,Home,69.0,1,0.05,65.55,40.02,25.53,mobile,APAC,C88458,0
O114503,2025-02-09,social,LinkedIn,1,view,S510,Resistance Bands Set,Sports,22.0,1,0.0,22.0,8.14,13.86,desktop,LATAM,C50402,0
O114504,2025-02-09,social,YouTube,1,click,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,mobile,US,C33576,0
O114505,2025-02-09,social,LinkedIn,1,view,E130,USB-C Hub,Electronics,39.0,4,0.15,132.6,62.4,70.2,desktop,EU,C72143,0
O114506,2025-02-09,website,Organic,0,organic,H330,Air Purifier,Home,129.0,1,0.15,109.65,77.4,32.25,mobile,LATAM,C42396,0
O114507,2025-02-09,social,YouTube,1,click,S510,Resistance Bands Set,Sports,22.0,4,0.0,88.0,32.56,55.44,tablet,LATAM,C35854,0
O114508,2025-02-09,paid,GoogleAds,1,click,S520,Foam Roller,Sports,18.0,1,0.05,17.1,8.46,8.64,desktop,APAC,C71054,0
O114509,2025-02-09,social,Instagram,1,click,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,tablet,US,C70442,0
O114510,2025-02-09,social,YouTube,1,click,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,tablet,US,C50692,0
O114511,2025-02-09,social,YouTube,1,view,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,tablet,LATAM,C54040,0
O114512,2025-02-09,website,Organic,0,organic,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,tablet,US,C90635,0
O114513,2025-02-09,paid,GoogleAds,1,click,B410,Moisturizer,Beauty,28.0,3,0.0,84.0,43.68,40.32,tablet,LATAM,C58287,0
O114514,2025-02-09,social,YouTube,1,click,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,desktop,APAC,C24394,0
O114515,2025-02-09,social,Instagram,1,click,S520,Foam Roller,Sports,18.0,2,0.1,32.4,16.92,15.48,desktop,US,C14300,0
O114516,2025-02-09,paid,GoogleAds,1,click,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,desktop,EU,C25632,0
O114517,2025-02-09,social,Instagram,1,click,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,mobile,US,C90200,0
O114518,2025-02-09,paid,GoogleAds,1,click,S530,Cycling Gloves,Sports,27.0,1,0.05,25.65,15.93,9.72,tablet,US,C50482,0
O114519,2025-02-09,social,Instagram,1,view,S500,Adjustable Dumbbells,Sports,199.0,2,0.0,398.0,199.0,199.0,desktop,US,C82222,0
O114520,2025-02-09,website,Organic,1,click,B410,Moisturizer,Beauty,28.0,3,0.0,84.0,43.68,40.32,mobile,APAC,C98047,0
O114521,2025-02-09,social,YouTube,1,click,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,tablet,US,C39608,0
